"","text"
"1396","bagus"
"1397","  yg murah l yg u"
"1398","terima kasih"
"1399","mantap"
"1400","exelent customer service"
"1401","sllu bersahabat memudahkan sgla dlm travelingthx so much"
"1402"," membantu"
"1403","bagus"
"1404","usefull"
"1405","hati doble transaksi krn susah hubungi custemer servicenya   via chat  tlk bs"
"1406","puas  cepat"
"1407","memuaskan"
"1408"," memuaskan"
"1409","yanan   buruk aasi aneh   bisanya menjual tiket alanan    layani otor alanan  embang saman  k otor jgn   mohon maaf  ketidaknyamanan "
"1410","u  no"
"1411","mantap"
"1412","ok"
"1413","good"
"1414","ok"
"1415","cukumbantu"
"1416","top"
"1417","membantu    introvert    cek hotelhotel terbaik tinggal buka aasi aja nggak u tanyatanya "
"1418","terimakasih travelokasangat membantu"
"1419","oke sip"
"1420","mantap"
"1421"," kalo  beli tiket langsung  traveloka aja  serba mudah  berguna  "
"1422","ok"
"1423","r e uu vrf"
"1424","cedan "
"1425","terbaik"
"1426","mudahmudahan membantu traveling    mudik"
"1427","bagus"
"1428","cinta banget  aasi traveloka   han metode ayaran   transaksi mudah  tis "
"1429",""
"1430",""
"1431","banyakkin diskon perjalanan bus   pelit min"
"1432","  mengina bold hotel   traveloka yanan ramah  kamar  memuaskan"
"1433","kualitas bagus ayaran mudah   ng ing terjangkau    healing nggak u ng"
"1434","gak bnyk onya"
"1435","terimakasih rescepat"
"1436"," bug  gimana ya   reschedule tiket wat    ubah nama m disitu mintanya wajib ud ktp taaya klik  gak   gimana coba  ud ktp nya"
"1437","good"
"1438","  keren"
"1439","terbantu"
"1440"," memudahkan interfacenya  friendly user"
"1441"," bakelen tu suruh orang ud dokumen  ater taidak disetujui  alasan yg gak  awas data  tersebar aasi  berguna kusumn bangkrut "
"1442"," aternya gak  banget    dikasih iklan ater suruh daftar bla giliran  setujui   i gak  karna alasan keamanan cs   jg  gk   n cash  aain"
"1443","gammudah  cepat"
"1444","ok"
"1445","bagus banget "
"1446","mudah  cepat"
"1447","mantap"
"1448","ok"
"1449"," tunggu transaksi  mohon diepat"
"1450","pesan kamar hotel  transfer   hotel h   nama nan  hotel  nama   refund  uang      sd   kerja  samekarang uang      "
"1451"," mudah"
"1452","aasi   membantu    mencari tiket transasi beserta hotel"
"1453","click uang yg  jt ma si anak yg  ka dlu yu uuwwwwu yuyu u yuhuu  indonesia   zz  dunia     krn zat  yui jco jj j jk j jj j jgn j km j mk kk j mk jk kk j ujian linklink h hj j mm khh jj jj h jj jj thomson  indonesia  yg ya"
"1454","ok"
"1455"," membantu"
"1456","good"
"1457","lumayan"
"1458","yanan ce"
"1459"," bintang   nyoba "
"1460","yanan cedan muxah"
"1461","ok"
"1462","  mengajukan refund          d kebijakan    reschedule     aasi  mengambil hak orang "
"1463","very good"
"1464","keren"
"1465","    kenaai traveloka  hotel ga   buka   akses  google mabagaimana cari tau lokasi hotel nya   maya  buka skrng ga "
"1466","good"
"1467","good"
"1468"," membantu"
"1469","mantap"
"1470","bagus  membantu"
"1471","oke"
"1472","memudahkan  urusan alanan"
"1473","terbaik"
"1474","tdk  ayaran via cimb niagagovo ataudanagimana donk"
"1475"," membantu keluarga mencari rekomendasi inatembermain  anak watan  lainlainnya   voucher   waran menarik  yg sayang  dilewatkan"
"1476","bagus"
"1477","bagus"
"1478","mantap"
"1479","sebelnya gk   refund"
"1480"," "
"1481","sukses trs traveloka"
"1482","bagus lumayan murah"
"1483"," kemarin bayar cc   tf mbangking mandiri ko  gak   loadingnya  bener lemot"
"1484","okesianjutkan"
"1485","mantap"
"1486","mantap"
"1487","jalanjalan   terjangkau  promonya  banget tianggu   "
"1488","the best"
"1489","  instal    sajasamsaya ajukan etter udah dalimit jtx transaksi i etter limit  dikurangi  jt dg alasan  keterlambatan ayaran   jatuh temasti   bayaralasan   kaian mendadaksaya  i etter i   yg mendadak diluar rencana keuangan  kredit an    gagal bayar  limit  dikurangi  minimal limitnya "
"1490","mksi traveloka  bermanfaat biar tdk i  beli    rumah"
"1491"," membantu"
"1492","nice"
"1493","aasi beleng"
"1494","sgt mbntu"
"1495"," lengkangan  han diskon "
"1496","tolong   ayaran bca yg via mbanking d aiki kya  kesusahan klo byar"
"1497","nggak nyangka n tiket kereta  dakrisreme layanannya bagus banget traveloka keren "
"1498"," suka"
"1499","refundddd nya amdah otor bilang  dr  agustus samkrg   embangan ga   nih"
"1500","nggak  masuk tolong develoditangani"
"1501","aasi bagus"
"1502","aasi   membantu  rbangsaya kasih bintang   karna  memulain"
"1503","untung  a aasi traveloka    cari inaudah    aasinya  memudah"
"1504","saking nyamannya i aasi traveloka samnggak  ah  aasi "
"1505","mantap"
"1506","navigasi fiturfiturnya sim  gam dijangkau  nggak bingung i aya"
"1507"," detail   metode ayaran"
"1508","aasi ga   nambahin nomor hande aja ga  asik server error  fiturnya kebanyakan error  bagus skrg ntahlah ga "
"1509","traveloka is the best"
"1510","knrga tiket wat f trevelloka berdedadiwktu yg  al aasi "
"1511","ok"
"1512","aasi   cocok cari tiket murah"
"1513","mantap"
"1514"," logout   login   gak  ketik luassword eh    member lha     n"
"1515","  res  kasih bintang taekarang   kasih bintang   mendaftar eter susah banget  data   lengkap"
"1516","limit   non aktifkan   daftar samkr blm ah       cek   non aktifkan hadeeeeh gak  dah"
"1517"," membantu   elian tiket wat"
"1518","dattr t bs dii gmn"
"1519","bintang   sames refund         refund belom  gila banget  tggu kelanjutan nya   refund tiket ng          h banget"
"1520","aasi ecut"
"1521","ok"
"1522","the best aor healing "
"1523","  harga   terjangkau  inya kualitasnya  oke banget diskonnya nggak mainmain"
"1524"," gunaan   mudah"
"1525","good"
"1526","keren"
"1527"," membantu"
"1528","traveloka isthe best"
"1529","biaya admin kalo n tiket kereta  traveloka mahal banget promonya dikit  batas bayarnya  sebentar banget so  kalo  n tiket kereta  kai access aja"
"1530","membantu banget  n tiket"
"1531","oke"
"1532","mantap"
"1533","kenaa aterku gk    eat delivery     semenjak limitnya bertambah  gk   "
"1534","staycation murah  traveloka"
"1535"," membantu  alan"
"1536","good easy"
"1537","keren  ce terimakasih"
"1538","terimakasih  membantu memudahkan alanan  "
"1539","bagus"
"1540"," membantu "
"1541","bagus"
"1542","   bagus taemaren rbangan dibatalkan maskamau  refund ga   kode verifikasi ga dikasih  tiket yg udah dibeli hangus  ba "
"1543","best aicket hotel  at"
"1544","healing bareng bestie  ah senyaman  thanks traveloka"
"1545","aasi anti ribet  urusan n samcomnt   dilakuin   aasi"
"1546","terimakasih traveloka"
"1547","ok"
"1548","ok"
"1549","ccln tagihan murah"
"1550","not bad la"
"1551","kecewa bangke"
"1552","bgus bgt"
"1553","mantap"
"1554","kenaelap"
"1555","aasi bapuk"
"1556","mantap"
"1557","  mudah   jemedb"
"1558","pilihan metode ayaran   gam   gak   atm"
"1559","traveloka    ue  gak  bukti nya   beli  gak  beli traveloka gak "
"1560","  suka tereveloka   membantu tonget"
"1561","ok"
"1562","goood"
"1563","fitur xence traveloka   berguna  nyari temwisata tinggal cari wahana terdekat  langsung beli tiketnya chakeeeuedbab"
"1564","teraya pelayanan  bagus cedalam menyelesaikan asalahan"
"1565","oke boss"
"1566","bagus"
"1567","kenaalau reschedule bagasi  hilang"
"1568","aerfavorit  sekeluargayang  setia menemani  aktifitas    hotelmakananatraksi    lagipokoknya suka banget   cintasaranghae traveloka"
"1569","ta emang n bus  traveloka nggk   refund rugi  kalo        coba  aasi  nggk  mementingkan  cukkk"
"1570","ngajuin eter nya dah seminggu ga brubh setatus nyamulai  ni tanggal   haaya dah ga ngareugi"
"1571","bagus"
"1572"," memudahkan mobilitas"
"1573","good ap"
"1574","  coba  ya mudah oke n tiket traveloka"
"1575","untung  udah kenal traveloka     membantu  alanan travelling keliling wisata bareng keluarga"
"1576","cukumbantu  mantap "
"1577","great acation thanks"
"1578","bgus"
"1579","udah alanan"
"1580","terimakasi "
"1581","cepat"
"1582"," very easy destination i hoxciting traveling acomodasi "
"1583"," membantu"
"1584","ok  membantu"
"1585","  kecewa  rescundlenya   uang    kembalikanharus nunggu  "
"1586","beli tiket travel bandung jakarta i aasi traveloka  memilih lokasi  travel yg cocok  kebutuhan "
"1587","solusi mencari hotel  cedan tis"
"1588","bagus  ce"
"1589","pas  wisata i deh  cari teminai aasi traveloka mudah hannya   membantu banget"
"1590","alumni bintang  nih  kecewa gegara ca  yg bertahun dikuman  order eats dicancel si driver alhasil    angus kaga dibalikin"
"1591","ok"
"1592"," membatu   berian  mencari inapan"
"1593","susah cari bus nya ndah bekali kali ngak "
"1594","kacau gak  eritahuhanya"
"1595","trimakasih"
"1596","diskonnya banyaaaaaaaaak banget sambingung h   "
"1597","mudah banget booking hotel"
"1598","ani nurhayani  fariz"
"1599","kecewagak   ajuan ater d tolak  liat historyyg  aja instal d acchaaja aasi beralih  yg  "
"1600","semoga amanah "
"1601","memudahkan  adwalan alanan"
"1602","aasi terbaik memudahkan alanan  liburan  sekeluarga"
"1603","beli ticket masuk ancol   temwahana    traveloka  mudah  ceharganya  discount"
"1604","bagus"
"1605"," kecewa terhadaaveloka ajuan refund  tgl  februari  samskrg blm  kembalikanditransfer"
"1606"," disuruh bayar cicilan  nan  dibatalkan"
"1607","mantagus  amanah"
"1608","mantaap"
"1609","bagus"
"1610","mantap"
"1611","memudahkan  n hotel  aasi"
"1612","mantamoga  sukses"
"1613"," "
"1614","top bgt"
"1615","mantap"
"1616","jjl"
"1617","ok"
"1618","good"
"1619","the best"
"1620","  n bus tiketnya    doang sih"
"1621","kecewa  seminggu   n tiket  dihari  refund karna  ganti jadwal  jt  dajt  sih kebijakan maskayaa   beda maskajuga tauma beda beraam aja   bangett gitu ngannya ehh   muncul notif traveloka  bilang  uang   tiket rbanganmu refund cetanambahan biaya sd    keberangkatan herannn"
"1622","  maskatidak bayar  reschedule taari traveloka  biaya tambahan walautidak "
"1623","nice"
"1624","es cepat"
"1625"," kudiskon aja hehe"
"1626","mantap"
"1627","ah traveloka atter skrg  bs   eat delivery"
"1628","bagus"
"1629"," mudah"
"1630"," coba"
"1631","ok"
"1632","good"
"1633","oke bgt"
"1634","eo"
"1635","super"
"1636","yesss manta"
"1637","nice"
"1638","  kemana nggak binggung "
"1639","udah langganan bgt  traveloka samsekarang good bgt yanan nya gak  kendala  secintaa   aatu  "
"1640"," memuaskan  mantaabe"
"1641","tis kemana aja  traveloka"
"1642","tingkatkan onya "
"1643"," membantu     traveller"
"1644","mahal gak  diskon"
"1645"," milih i traveloka  nyamannya sih simdan   "
"1646","makasih"
"1647","z"
"1648","udah   i traveloka   nyaman i    gam urusan refund aja simtinggal sat set langsung   nggak u reina  thanks "
"1649","bintang   kenyamanan  keamanannya terbaik"
"1650","  temen setiaku   ngebantu   en healing kemana luv  banget deh knya  traveloka"
"1651","pelayanan  bagus  maksimal bikin   i aasi traveloka"
"1652"," membantu"
"1653","kenaarga d ama byar lngsung bedakdang  sdah bo cek in lngsung kta ya   bo  nama "
"1654","sngt mmbntu"
"1655"," terbantu  aasi  semoga     "
"1656","ceudah"
"1657","terima kasih traveloka melayani setiaat"
"1658"," n tiket   membatalkan refund nya kena biaya  duit dtransfer  memuaskangiliran bayar full giliran batal  ng"
"1659","memudah mencari tiket   "
"1660","yanan  bagus"
"1661","mantalikasi yg  membantu aktivitas"
"1662","mantap"
"1663","mudah  cepat"
"1664",""
"1665",""
"1666","kenaaya  n tiket kai   "
"1667","terbaik"
"1668","ok"
"1669","  suka aasi nya mudah  usaha     tiket kaagar  mudah lgi  usaha sambilan"
"1670","fiturfiturnya  sesimbisa ngelist harga tiket wat   termurah bikin gue  ang diskon  terbantu tabik "
"1671","kenaekarang   n travel  susah  muncul sistem  diaiki why"
"1672","top"
"1673","ok"
"1674","good"
"1675","teraya"
"1676","mantap"
"1677"," i traveloka    diulit  urusan n hotel  tiket wat berguna      beian  alanan bisnis"
"1678","ok"
"1679"," meningkatkan layanan  segenalanggan digital"
"1680","pelayan luarbiasa keamanan terjamin   diahankan harga relatif bagus terima kasih sukses  tuhan memberkati"
"1681","travelola emang manta memudahkan alanan  liburan keluarga "
"1682","ayaran  lunas  surat lunas  ditangan  kenae ojk nya telat"
"1683"," menghemat "
"1684"," traveloka travelling jd mudah terima kasih traveloka"
"1685","bagus "
"1686"," aja han tiket wat  "
"1687","ya g lte "
"1688","good"
"1689","keren banget"
"1690",""
"1691","bagus"
"1692",""
"1693","lumayan "
"1694","  cemudah  aman"
"1695","excellent service"
"1696","  bagus aasiny  akun  emi covid tdk d i  skrng  d i kmbli     hilang   email  no h d    terverifikasi   memuaskan"
"1697","gak  masukan alamat  ater"
"1698","lumayan"
"1699","cemudah yananya"
"1700","bagus  membantu"
"1701","manthap"
"1702"," suka  gam"
"1703","kmna  gam"
"1704",""
"1705","salah  aasi terbaik    hp gue  sungkem  it sutnya  keren "
"1706","terbaik traveloka"
"1707","pilihan hotelnya  banget   h hotel  sesuai budget   terjangkau"
"1708","good"
"1709","traveloka mantaaoke"
"1710","mudah"
"1711","sangaat membantu"
"1712"," membantu  alanan"
"1713","mantap"
"1714","traveloka mantan  membantu"
"1715","coba"
"1716","kecewa berat  aasi  bner kecewa es     seengguna  sehari  da   eats delivery nya   lambat nganannya    siaat layanan  makanminum    mending tutuh layanannya"
"1717"," kesulitan mendaftar ater  isi alamat  tekan selesai   respon"
"1718",""
"1719","good app"
"1720","excellent"
"1721","nyaman i traveloka  ayarannya mudah   han metode ayarannya transaksi  cedan sim "
"1722","terma kasih travelokadengan  etter sangant membantu"
"1723","mantap"
"1724"," n tiket bis jakartajambi fasilitas  tertera  aasi  sesuai  bis   naiki  aasi tertera usb charging  ruang merokok tetaas   bis nya     sesuai  fasilitas  tertera  aasi"
"1725"," ngajuin ater ribet "
"1726"," kemana    mudah"
"1727","nice uiux navigasinya gam mudah dicari  dijangkau kee u"
"1728","udah ham  i traveloka  kesamn bikin review  urusan kenyamanan traveloka nggak  diraguin thank you "
"1729","install traveloka   o  diskon "
"1730","traveloka  ok"
"1731","alat modren"
"1732","bagus ngebantu "
"1733","mantap"
"1734","you good"
"1735","good"
"1736","mantap"
"1737","aasi traveloka  mantaat n tiket  keliling  sillaturahim  rumah saudara  "
"1738","iklan    mengganggu"
"1739","ce  han nya"
"1740","memudahkan utk beian kemana"
"1741","   traveloka bintang  kemarin   turunkan    mengajukan ater taitolak    keterangan  elasan an thanks  traveloka   cari aasi tetangga  "
"1742",""
"1743","refund atalan hamsebulan  uang blm    cs  slalu  ulur trimakasih traveloka"
"1744","daftar later susah bgt menyelesaikan tahaaja ga "
"1745","soo good so easy so confidence so savely"
"1746","semoga  a  yanan"
"1747","mantap"
"1748","ok"
"1749"," memudahkan  h akomodasi   liburan maudinas  kota"
"1750","sukses sll  ttanah y"
"1751"," tis"
"1752",""
"1753","halo admin   keamanan  aternya gagal  mohon bantuannya"
"1754","nice"
"1755","mantak "
"1756","good job traveloka"
"1757","manteeeh traveloka "
"1758"," membantu  alanan "
"1759","keren"
"1760","tonget"
"1761","memudahkan"
"1762","  kecewa  yanan traveloka agi customer service  lelet   bertanggungjawab  kali  kecewa "
"1763","   dii utk elian tiket"
"1764","udahlah un instal aja aasi traveloka  haalian aasi ng gak konsisten  bisnis online najis"
"1765","good"
"1766","cedan mudah"
"1767"," aasi river saldo  udah  dn canarik   transfer  rekening driver  traveloka aasi encuri kalo    aasi  "
"1768","semoga dll zc mk y hh nya d ggbl"
"1769","terbaik"
"1770","pesan tiket wat ga "
"1771","mudah banget"
"1772","thebest"
"1773","good aation"
"1774","mudah   dimengerti"
"1775"," kecewa  limit   nol   bayar  ah telat  ontime  sei  terhadastomer  beli  dr traveloka  sei  hasilnya"
"1776","aasi nda "
"1777","setiaya  chat cs traveloka  diabaikan   terselesaikan  tanaya mengeluarkan keluhan sayasaya   mengajukan refund karna k traveloka yg mengabaikan chat sayabuang uang "
"1778","mantap"
"1779","gooooood"
"1780","good job"
"1781"," "
"1782","  udahkan lg kayak tbah ok"
"1783"," la memakai traveloka  mudah "
"1784","oke"
"1785","bermasalah"
"1786"," memuaskan"
"1787","aslamualaikum kak kenaenu ater sy   sat nentuin lokasi gk   et mohon  aiki "
"1788"," berguna"
"1789","ok"
"1790","ok"
"1791","nice"
"1792","cukudah   hannya"
"1793","layanan cetraveloka keren"
"1794"," kecewa  ani mengajukan ater   setujui tolong hadata sya tkut  slah gunkan  sya  unstal  atw hani krna mengecewakn"
"1795","o voucher nya gk  dii"
"1796","cukumudahkan"
"1797","kerenmudah n tiket mudah  reschedule"
"1798","sesimitu mesen tiket"
"1799","kaada esale  ya"
"1800","mantap"
"1801","mantap"
"1802","mantap"
"1803","udah  minggu verifikasi ater gk kelar kelarh  travelokasangat  h"
"1804",""
"1805","tingkatkan yanannya "
"1806","memudahkan"
"1807"," es instalnya"
"1808","cedan "
"1809","mantap"
"1810","mantap"
"1811","rescedan mudah gunaan aasinya trimakasih traveloka"
"1812","dasar aasi sialan jgn ah beli  metode bayar ditemwalaukalian  bayar ditemkalian teta tagih  kartu kredit kalaukonfirmasi  cs es elesaiannya ribet memakan  berbulan  makan tu uang   haramkan semoga cebangkrut  aasi"
"1813","ok"
"1814","tis  cepat"
"1815","kecewa bgt  traveloka n tiket bus jktbali  sy samterminal  gebang agen bus nya tutuang tiket yg sdh sy transfer "
"1816"," mudah  cepat"
"1817"," n tiket  traveloka aasi samsaya refund  kartu kredit taagihan  berkurang  refund sesuai keterangan  tertera  hotel tsb   jangka  batas ajuan refund  tusan kebijakan  sek   esional  agen tiket wat  hotel kalo   kasih bintang "
"1818","is the best"
"1819","lumayan"
"1820","mantafff"
"1821","keren traveloka"
"1822","memudah sanan alanan"
"1823","keren    menonton"
"1824","mantap"
"1825","harganya i  no tiipu"
"1826","keren"
"1827","memuaskan"
"1828","manta ribet  beli tiket wat"
"1829","nice"
"1830","murah  mudah  beian kemana"
"1831","good"
"1832"," "
"1833"," membantu "
"1834","tiket    terkirim  email   terbayar"
"1835"," o  yanan cukumuaskan"
"1836","bgussss skx traveloka"
"1837","oklah"
"1838","cukuik"
"1839","cedan gam"
"1840","memudahkan"
"1841","good"
"1842"," bagus"
"1843","mantap"
"1844","nice acation thanks traveloka"
"1845","sim"
"1846",""
"1847","mudah aman"
"1848","mantaf"
"1849",""
"1850","tis"
"1851","good"
"1852","t"
"1853","payah menu eatnya  sendnya  gak "
"1854"," buggy ewqqd wq"
"1855"," bermanfaat jg utk byr k"
"1856","recom"
"1857","cukuik"
"1858","cedan mudah"
"1859","ok"
"1860","ok"
"1861","aasi bermanfaat"
"1862"," bagus"
"1863","mantaaaap"
"1864","kenaengajuan atter card sdah  mggu lbih blm  es yah"
"1865","memudahkan"
"1866","memudahkan"
"1867","kalo  jangka  ayaran  angkan jgn   jam"
"1868","mudah  cepat"
"1869","jgn i aasi    rbangan  jakarta dibatalkan  maskaini bayar nya cash loh   tambahan dana  ribu udah rugi   rugi uang  sehat traveloka mending jgm i  aikasi  ga  sutnya     "
"1870","elian tiket yg  tis"
"1871","traveloka"
"1872","mantap"
"1873","ok"
"1874","membantu "
"1875","om"
"1876","beli tiket bis bertele tele ditunggu  banget tau nya refund tolong  aiki kualitasnya alanan  jdi tertunda"
"1877","easy and enjoy"
"1878"," mudah  tertolong"
"1879","oke"
"1880","cetemudah"
"1881","aasi jelek"
"1882","bagusss"
"1883","buruk "
"1884","semalam  to saldo  travelokacuma samsaat  saldo  bertambahsaya coba menghubungi customer service traveloka   lemke cs uangku mohon  solusinya "
"1885","aasinya bagus    mendakan ajarin "
"1886","ggod"
"1887","registrasinya sulit banget uninstal aja deh"
"1888","bad aances"
"1889","sy doucher  traveloka tk   samvoucher habis kadaluarsanya tdk  ngasih solusi dg msl nya   dii t makai jg gak dikasih tauh deh hilang  aja voucher "
"1890","jozz"
"1891",""
"1892","membantu"
"1893","paylater nya       gak ah telat bayar  aneh nya ater nya      taelalu danotifikasi o ater"
"1894","booking hotel kesalahan   ah hotel    sesuai kemauan"
"1895"," bagus  alanan keliling dunia"
"1896","skor ater  turun    kenaibilang    aktivitas aterjelas   baca  syarat  ketentuannya     menyebabkan skor turun  ayaran terlambat kredit       memesan alanan  mendadaktidak        aktivitas ater  menyebabkan skor turun sungguh mengecewakan aang disaman  sesuai"
"1897","kualitas akasinya jelek slain  default check tambahan fitur booking  ga butuh   tanggalan default   kl ga teliti checkin  d tanggal yg   ta tanggal   buka akasi  korbannya ga  refund ga bs reschedule ratusan ribu nguaa jd udah  uninstal sih akasinya mendingan  akasi tetangga  ramah kaian nyabye traveloka"
"1898","mantap"
"1899"," traveloka bagus samsy kasih bintang      parah systemnya  bln refund dana blum  cair dikemanakan dananya yaa"
"1900"," membantu"
"1901","good girl"
"1902","aasinya mudah  mantallll"
"1903","paylater dimit jt t bs  alasan  covid skrg kayanya udh new normal"
"1904","terima kasih  yanannyasangat memuaskan"
"1905","top"
"1906","good"
"1907","mantap"
"1908","cetis   teraya"
"1909",""
"1910","tingkatkantrus yanannyabravo"
"1911","cepat"
"1912"," bagus"
"1913","aasi busuk booking wat kena cancel  tangung customer  i ater nambah nambah   ayaran later nya aasi mengecewakan mending ah  aasi sebelah aja deh  mudah  "
"1914","kamar yg  n  sesuaisingle bed  twin bed gimana  travelokagak  refund lagikasaya  travelokakali      jalan en seneng bayar mahal  alanannya   kesal"
"1915","mantap"
"1916","cukumuaskan"
"1917","uasi bagus  membantu alanan"
"1918","payah"
"1919","tercepat"
"1920","ok"
"1921","cedan tanggap"
"1922","good service"
"1923","  keluhan   traveloka semoga intaan khusus   hi k hotel good work travelokadulu"
"1924"," lelet"
"1925","hati hati isi  traveloka ater datanya  sebar luaskan   skali  isi data  traveloka  ater"
"1926","eror aa    donwload  daftar ga  dikata sandi nya salah mulu heran"
"1927","lengkan cepat"
"1928","ok"
"1929","   i traveloka ama sy kasih bintang  karna emang bagus  gam  taekarang sy   kecewa karna sy  keuan mendadak  mendesak  sy n tiket hotel  mobil  traveloka   limit sy dibikin  nol  alasan kebanyakan    rb   traveloka bangga karna  menu nya berguna tay diakukan sei    saingan lo  sy berfikir  beralih  yg "
"1930","ani memudahkan  memesan kamar hotel"
"1931","nice and easy"
"1932","tiket wt lion air mks jkt  jam "
"1933","kecewa banget ga  kasih waran diskon  uang orang  hangus  blm teri  modal  i jangka    selesai nan udh exd    gambil uang orang  i modus diskon"
"1934"," membantu"
"1935","kemarin malam  n kamar hotel  ayaran  mbking     transfer  sesuai nominal nya   refund  k traveloka   ambilan dana  k traveloka memes refund    dana    rekening   nominal     transfer terima kasih traveloka  pelayanan kenyamanan  customer nya"
"1936"," membantu banget mendaan hotel yg murah"
"1937"," suka"
"1938","semoga sukses  traveloka"
"1939","good"
"1940","good job"
"1941"," membantu"
"1942","tolong  solusinya refund  masuk  rekening tangal  oktober  taamsaat   masuk  rekening"
"1943"," bagus"
"1944","so far so good"
"1945","ok lahhhh berhararga   bersaing "
"1946"," membantu"
"1947"," membanty"
"1948","aasi buruk"
"1949","bagus"
"1950","terimakasih uda bikin transaksi cepat"
"1951","the best"
"1952","oke"
"1953","terdepan"
"1954","bagus"
"1955","aasi lambat"
"1956"," biasai"
"1957","berulang gagal  donlod  dah ganti wfi  t data tete  nyoba donlod yg   "
"1958"," membantu   terima kasih "
"1959","mantabbb"
"1960","ok"
"1961","good"
"1962","aasi sam ngak masukmasuk kode nya"
"1963","perbaikan   mudah   aasinya"
"1964",""
"1965",""
"1966","cukumbantu"
"1967","terima kasih"
"1968",""
"1969","mantap"
"1970"," membantu"
"1971","bagus"
"1972","  saldo  diambil   villa  booking  bayar cash taang   kartu debit tetaambil"
"1973",""
"1974","min klo wat sdah   terbang  tiket ny gak   jual  min  diley nya gak jelasdan ganti  rbangan   orang  a keingan cba  atikan sja   u blacklist aj  kantor ny jga gak   "
"1975","ok"
"1976","mantap"
"1977","gak berfungsi ater"
"1978","ila sayang banget  umi"
"1979","sukses mantap"
"1980","mudah  terbaik"
"1981","jem"
"1982","kutdk  dii   memenuhi yaratan   dicoba berulang kali keterangan kuhabis mohon diaiki lg ya"
"1983","mantul"
"1984","aasi gak  daftar aja kesalahan mulu aasi aneh  ah dw dh ya aasi kaga danta data  udah bener salah mulu  karakter dll  tot"
"1985"," tis bookingnya"
"1986","layanan  esnya ce"
"1987","aasi resble  tis"
"1988","goodjob"
"1989","l ok uhhuh lol c ok no"
"1990","handal  melayani custumer"
"1991"," membantu"
"1992","transn mudah terjamin mamemecahkan   resyang    yanan ala terkait asalahan konsumen sukses "
"1993","powerful"
"1994","     ater     keuan beli a token   andai fitur     membantu   kasih  bintang tingkatkan  yanan nya    "
"1995","nice"
"1996","memudahkan alanan"
"1997","mantaabbb"
"1998","  bintang   tetaraveloka skr onya   ditambah  dibeberatem elian konse beli kuyg benefitnya   dibatasi  berlaku yg singkat komtor  byk bos onya  "
"1999","bagusss"
"2000","ok google"
"2001","aasi  coba kali lancar urusan semoga kaga boncos"
"2002","siimoga  mengecewakan n  traveloka"
"2003","gimana si   bayar  mandiri gak tersedia"
"2004","mudah  cedan teraya"
"2005","bagus"
"2006","bagus"
"2007"," membantu  hamsetiarjalanan  n  traveloka"
"2008","good"
"2009","mantaar  cedan amanah"
"2010","terimakasih  laian   langsung  auto uninstall aasi traveloka  hp seumur hiduyakarena traveloka  ambil data      rekomendasikan  kerabat teman dll   mencoba traveloka    traveloka  ambil data sajatolong   sebar  disalah  data     data  sam k ketiga         tuntut sesuai ndangan yg berlaku"
"2011","mantakoknya memudah  kalo beian"
"2012"," tis  hemat "
"2013","verygood"
"2014","nice"
"2015","bagus suka"
"2016","good"
"2017","paylater memudahkan bgt sbnrnya  srg sya i   urusan mndadak tlah jd sbab trun limit  skor hmm   ng sih pdhal tdak ah telat loh"
"2018","god service"
"2019"," teraya "
"2020","semoga amanah"
"2021","good"
"2022","mantatul   mudah  traveloka"
"2023","nice"
"2024","oke"
"2025","semoga     berkembang "
"2026","teta han alanan smga  o menarik"
"2027","mantan cepat"
"2028"," ajuan ater card halaman    akses"
"2029","lemotbin lola"
"2030","aasi  a skor bertambah truslevel naikayaran lancar   nonaktifkan ater nya "
"2031"," membantu  aman "
"2032","semenjak     atter sangaaaaat sangaaat membantuterima kasih traveloka  semoga sukses "
"2033"," "
"2034","bagus"
"2035","ga  konfirm kalo unit kosong"
"2036","simple"
"2037","teraya"
"2038","mantap"
"2039","mohon maaf auto bintang  nih daftar ater susah banget  dipersulit  ditolak  alasan gak    tunggu     mengecewakan aasi   tantuk aftaran ater h kasih  orangorang  aja  "
"2040"," daftar aj ngisi nama sahan yg  tulisan nama sahan  validlhh gw kerja dhh    trus nama sahan jg   mbah google"
"2041"," suka"
"2042","menurutku traveloka terbaiktayang ater dinonaktifkan l  lunas  limit turun sisa  juta ta bs gunakanl sya   i bli hotel  tunai tetadak diaktifkan aternyagatau smanonaktifnya    menunggu"
"2043","good"
"2044","good"
"2045","good"
"2046","  kesini traveloka  h gak  nyari kota tujuan karna gak muncul  kesalahan   aikanlah  sayang  lho gak ah beli tiket      ah  aebelah"
"2047","utk transfer nggak otomatis"
"2048","mudah "
"2049","siiss"
"2050",""
"2051"," onya"
"2052","good service"
"2053"," membantu "
"2054"," bagus"
"2055","fast respon"
"2056","very thank you to traveloka traveloka is best"
"2057","traveloka terbaik  terimakasih"
"2058","ok"
"2059","  iklan memuakan  delet"
"2060"," membantu"
"2061",""
"2062"," membantu"
"2063","semoga  berjalan lancar"
"2064","traveloka mantap"
"2065","tengkiu"
"2066",""
"2067","bagus"
"2068","ok"
"2069","biaya admin   kembalikan sehnya  refund"
"2070","top"
"2071","aasi keren aagi ater nya  membantu  terima kasih traveloka "
"2072","rekomendasi bermanfaat bagus terimakasih dukungannya"
"2073","bagus tis  ekonomis"
"2074","ok"
"2075","apik"
